source_name,indicator_id,normalized_name,mapping_status,basis
Percentage of respondents who responded positively when asked “Did you feel involved in decisions about your care?”,ind_7784d4b18f61cb86,Percentage of respondents who responded positively when asked “Did you feel involved in decisions about your care?”,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of respondents who responded “always” or “usually” to the following question: “Were you involved as much as you wanted to be in decisions about your care and treatment?”,ind_7a3abc3a2d1e247d,Percentage of respondents who responded “always” or “usually” to the following question: “Were you involved as much as you wanted to be in decisions about your care and treatment?”,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of respondents who responded “completely” or “quite a bit” to the following question: “Did you receive enough information from hospital staff about what to do if you were worried about your condition or treatment after you left the hospital?” (Top 2 Box Score),ind_ac22aa1ba1b9993b,Percentage of respondents who responded “completely” or “quite a bit” to the following question: “Did you receive enough information from hospital staff about what to do if you were worried about your condition or treatment after you left the hospital?” (Top 2 Box Score),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of respondents who responded “completely” to the following question: Did you receive enough information from hospital staff about transitioning from ALC to Long Term Care?,ind_263b84a2d1b36c5c,Percentage of respondents who responded “completely” to the following question: Did you receive enough information from hospital staff about transitioning from ALC to Long Term Care?,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of respondents who responded “completely” to the following question: Did you receive enough information from hospital staff about what to do if you were worried about your condition or treatment after you left the hospital?,ind_67ee717abbe20a1b,Percentage of respondents who responded “completely” to the following question: Did you receive enough information from hospital staff about what to do if you were worried about your condition or treatment after you left the hospital?,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of respondents who responded “completely” to the following question: Overall Experience Rating 0-10,ind_6b054d81cf49a5f4,Percentage of respondents who responded “completely” to the following question: Overall Experience Rating 0-10,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of respondents who responded “definitely yes"" to the following question: Did you receive enough information to take care of yourself when you got home?",ind_93be61da33d2be28,"Percentage of respondents who responded “definitely yes"" to the following question: Did you receive enough information to take care of yourself when you got home?",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of respondents who responded, ""always"" the following question: Were you involved as much as you wanted to be in your care and treatment?",ind_efbe6a2a32a15816,"Percentage of respondents who responded, ""always"" the following question: Were you involved as much as you wanted to be in your care and treatment?",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of respondents who select “Always” or “Completely” to the following questions:  “Were your family or friends involved as much as you wanted in decisions about your care and treatment?” “When you left the hospital, did you have a better understanding of your condition than when you entered?”",ind_fb955f828e245405,"Percentage of respondents who select “Always” or “Completely” to the following questions: “Were your family or friends involved as much as you wanted in decisions about your care and treatment?” “When you left the hospital, did you have a better understanding of your condition than when you entered?”",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of selected staff who have completed relevant equity, diversity, inclusion, and anti-racism education.",ind_b23c8b21989a07cb,"Percentage of selected staff who have completed relevant equity, diversity, inclusion, and anti-racism education.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of staff  who have completed relevant equity, diversity, inclusion, and anti-racism education",ind_cbfc2a07755b1406,"Percentage of staff who have completed relevant equity, diversity, inclusion, and anti-racism education",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of staff (all leadership) who have completed relevant equity, diversity, inclusion, and anti-racism education",ind_e976646f03c5d7e2,"Percentage of staff (all leadership) who have completed relevant equity, diversity, inclusion, and anti-racism education",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of staff (excluding leadership) who have completed relevant equity, diversity, inclusion, and anti-racism education",ind_c823e1c8ab52688f,"Percentage of staff (excluding leadership) who have completed relevant equity, diversity, inclusion, and anti-racism education",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of staff (executive level, management or all) who have completed workplace violence training.",ind_22c28b7ca05cf5a8,"Percentage of staff (executive level, management or all) who have completed workplace violence training.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of staff (executive-level, management or all) who have completed relevant indigenous cultural sensitivity training.",ind_c842a7453ba45de7,"Percentage of staff (executive-level, management or all) who have completed relevant indigenous cultural sensitivity training.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of staff (executive-level, management, or all) who have completed relevant equity, diversity, inclusion, and anti-racism education",ind_5314e24f5f6e6912,"Percentage of staff (executive-level, management, or all) who have completed relevant equity, diversity, inclusion, and anti-racism education",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of staff (executive-level, senior management, board ) who have completed relevant equity, diversity, inclusion, and anti-racism education",ind_fac3125152b9f509,"Percentage of staff (executive-level, senior management, board ) who have completed relevant equity, diversity, inclusion, and anti-racism education",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of staff (identified groups) who have completed relevant EIDA-R (Equity, Inclusion, Diversity, and Anti-Racism) and FNIMUI (First Nations, Inuit, Métis, and Urban Indigenous) Cultural Safety education",ind_3583b157700e4d66,"Percentage of staff (identified groups) who have completed relevant EIDA-R (Equity, Inclusion, Diversity, and Anti-Racism) and FNIMUI (First Nations, Inuit, Métis, and Urban Indigenous) Cultural Safety education",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of staff (mandatory); Percentage of physicians (voluntary) who have completed the EDI training (%).,ind_da08a4dcc2d141d5,Percentage of staff (mandatory); Percentage of physicians (voluntary) who have completed the EDI training (%).,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of staff (mandatory); Percentage of volunteers, physicians and midwives (voluntary) who have completed the voluntary EDI training",ind_d72fa6caa1d2a469,"Percentage of staff (mandatory); Percentage of volunteers, physicians and midwives (voluntary) who have completed the voluntary EDI training",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of staff and physicians that have completed education related to equity, diversity and inclusion.",ind_52b9eeb5b0ff00d6,"Percentage of staff and physicians that have completed education related to equity, diversity and inclusion.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of staff compliance with hand hygiene before and after patient/patient environment contact,ind_8539807a451a46de,Percentage of staff compliance with hand hygiene before and after patient/patient environment contact,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of staff that completed the Inclusion and Diversity e-learning module,ind_62398136819a1e11,Percentage of staff that completed the Inclusion and Diversity e-learning module,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of staff who completed relevant equity, diversity, inclusion, and antiracism education. - 4 out of 4 modules plus attestation that they read the crystal clear policy and Violence and Harassment Policy",ind_198bc08205f31867,"Percentage of staff who completed relevant equity, diversity, inclusion, and antiracism education. - 4 out of 4 modules plus attestation that they read the crystal clear policy and Violence and Harassment Policy",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of staff who have completed equity, diversity and inclusion (EDI) training",ind_03d5fb907039b47e,"Percentage of staff who have completed equity, diversity and inclusion (EDI) training",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of staff who have completed relevant equity, diversity, inclusion and anti-racism education",ind_448c6079569894b7,"Percentage of staff who have completed relevant equity, diversity, inclusion and anti-racism education",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of staff who have completed relevant equity, diversity, inclusion, anti-racism education - Repairing the Sacred Circle 1",ind_33025e70228c6176,"Percentage of staff who have completed relevant equity, diversity, inclusion, anti-racism education - Repairing the Sacred Circle 1",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of staff who have completed relevant equity, diversity, inclusion, anti-racism education - Repairing the Sacred Circle 2 (Management)",ind_532a39e3ccdd6fd0,"Percentage of staff who have completed relevant equity, diversity, inclusion, anti-racism education - Repairing the Sacred Circle 2 (Management)",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of staff who have completed relevant equity, diversity, inclusion, anti-racism education - Wake the Giant (all staff)",ind_3232d0d99901df9a,"Percentage of staff who have completed relevant equity, diversity, inclusion, anti-racism education - Wake the Giant (all staff)",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of staff, physicians, midwives, and volunteers who have completed hospital approved equity, diversity, and inclusion education (%)",ind_39093bb6ae0fe491,"Percentage of staff, physicians, midwives, and volunteers who have completed hospital approved equity, diversity, and inclusion education (%)",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of suicide risk assessment completed at triage,ind_8479876cd401c40e,Percentage of suicide risk assessment completed at triage,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of survey responses scoring 9 or 10 on overall rating of patient experience,ind_e1957b8c91003d0e,Percentage of survey responses scoring 9 or 10 on overall rating of patient experience,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of top-box responses to the question 'Overall rating of care',ind_3359c3fc4d5a07fc,Percentage of top-box responses to the question 'Overall rating of care',accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of transplant patients enrolled in Cardiac Rehabilitation.,ind_a3cbb562d9d386c4,Percentage of transplant patients enrolled in Cardiac Rehabilitation.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of unique Lambton County residents discharged from the Inpatient Medicine Unit without an identified primary care provider who are referred to Community Transitional Attachment Program,ind_06ee2b9b22e691e4,Percentage of unique Lambton County residents discharged from the Inpatient Medicine Unit without an identified primary care provider who are referred to Community Transitional Attachment Program,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of workplace violence (WPV) incident reports for which follow-up has been completed within 30 days of the incident.,ind_bfbdc088c953ce1a,Percentage of workplace violence (WPV) incident reports for which follow-up has been completed within 30 days of the incident.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of ‘excellent' rating by clients and/or families to the question: Overall how would you rate Holland Bloorview,ind_8613f8ecc0895ba7,Percentage of ‘excellent' rating by clients and/or families to the question: Overall how would you rate Holland Bloorview,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of “Always/Almost Always” responses to the question “Does your care team include you in decisions about?your treatment?” in the Patient Experience Survey,ind_870c646b8ee7beeb,Percentage of “Always/Almost Always” responses to the question “Does your care team include you in decisions about?your treatment?” in the Patient Experience Survey,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage patient positive responses to:  Did patients feel they received adequate information about their health and their care at discharge?,ind_912915d9b83414c9,Percentage patient positive responses to: Did patients feel they received adequate information about their health and their care at discharge?,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage patients who stated that when they saw their FHT Provider, they always involve them as much as they want to be in their care and treatment",ind_43e0331c87c5dc36,"Percentage patients who stated that when they saw their FHT Provider, they always involve them as much as they want to be in their care and treatment",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Perception of Care Indicator  - Mental Health Patient Experience,ind_70b7e07e9bd351bb,Perception of Care Indicator - Mental Health Patient Experience,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Perception of Care Indicator - Mental Health Patient Experience,ind_f3b31e6a016823f1,Perception of Care Indicator - Mental Health Patient Experience,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Pilot the expansion of Electronic Positive Patient Identification (ePPID) for medication administration leveraging ID bands and bar code scanning technology.,ind_e8d9414e376f4439,Pilot the expansion of Electronic Positive Patient Identification (ePPID) for medication administration leveraging ID bands and bar code scanning technology.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Position Stabilization,ind_4833a6214b7d1c7a,Position Stabilization,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Positive Patient Identification: Percentage of times Two Patient Specific Identifiers are used before medication administration, treatments, tests, and procedures.",ind_cc9c8ab66bb0d215,"Positive Patient Identification: Percentage of times Two Patient Specific Identifiers are used before medication administration, treatments, tests, and procedures.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Positive response rate to the Mental Health Short Form Survey question, “The care team helped me develop a plan for when I finish my treatment”.",ind_9c0b4631bd5eeac8,"Positive response rate to the Mental Health Short Form Survey question, “The care team helped me develop a plan for when I finish my treatment”.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Positive responses to, “Did you receive enough information from hospital staff about what to do if you were worried about your condition or treatment after you left the hospital?”",ind_8c3adc402724f036,"Positive responses to, “Did you receive enough information from hospital staff about what to do if you were worried about your condition or treatment after you left the hospital?”",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Pourcentage de répondants qui ont répondu « complètement » à la question suivante : Croyez-vous qu’il y avait une bonne communication à propos de vos soins entre les médecins, les infirmiers et les infirmières et les autres membres du personnel de l’hôpital?",ind_350363c12e330ce5,"Pourcentage de répondants qui ont répondu « complètement » à la question suivante : Croyez-vous qu’il y avait une bonne communication à propos de vos soins entre les médecins, les infirmiers et les infirmières et les autres membres du personnel de l’hôpital?",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Pourcentage de répondants qui ont répondu « complètement » à la question suivante : Recommanderiez-vous cet hôpital à vos parents et amis?,ind_e845ad3d6ab0d69f,Pourcentage de répondants qui ont répondu « complètement » à la question suivante : Recommanderiez-vous cet hôpital à vos parents et amis?,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Pre-Admit Unit LEAN-FMEA,ind_7851c0a58c2accd3,Pre-Admit Unit LEAN-FMEA,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Pre-Check-in. Adoption of preCheck-in: # of completed appointments using preCheck-in / total # of completed appointments,ind_1347df2747a24d5b,Pre-Check-in. Adoption of preCheck-in: # of completed appointments using preCheck-in / total # of completed appointments,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Preparation and implementation of a documentation project plan for the hospital's upcoming electronic health record renewal.,ind_1a2e14bd0e4ec88c,Preparation and implementation of a documentation project plan for the hospital's upcoming electronic health record renewal.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Pressure Injuries,ind_728c483317570475,Pressure Injuries,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Pressure Injuries - the percent of long stay patients who develop or have Stage 2 or greater PI that worsens during their admission to LTCM (2N, 4N & 5N), Transitional Care (4S, 2BD, BOE5).",ind_d861155bc9650d4f,"Pressure Injuries - the percent of long stay patients who develop or have Stage 2 or greater PI that worsens during their admission to LTCM (2N, 4N & 5N), Transitional Care (4S, 2BD, BOE5).",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Pressure Injuries - the percent of long stay patients who develop or have Stage 2 or greater PU that worsens during their admission to LTCM (2N, 4N & 5N), Transitional Care (4S, 2BD, BOE5).",ind_3cc329f248f109dc,"Pressure Injuries - the percent of long stay patients who develop or have Stage 2 or greater PU that worsens during their admission to LTCM (2N, 4N & 5N), Transitional Care (4S, 2BD, BOE5).",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Pressure Injuries(# reported per month; all Stage III/IV/unstageable pressure injuries; 2025/26; In house data collection ),ind_b2ad6aec63fa6347,Pressure Injuries(# reported per month; all Stage III/IV/unstageable pressure injuries; 2025/26; In house data collection ),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Pressure injury (PI) incidence rate, stage 2 or greater",ind_110b12dcaed1f4f1,"Pressure injury (PI) incidence rate, stage 2 or greater",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Prevalence Rate of Pressure Injuries Greater Than Stage 2 and Unstageable per 1000 patient days,ind_491aeb7a268a3101,Prevalence Rate of Pressure Injuries Greater Than Stage 2 and Unstageable per 1000 patient days,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Prevalence of patients with Healthcare Acquired Pressure Injury Stage 2 and above,ind_49804295e8363e2d,Prevalence of patients with Healthcare Acquired Pressure Injury Stage 2 and above,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Prevalence of pressure ulcers ( all stages, unstageable and deep tissue). Include adult acute and CCC patients.",ind_2f7b160cd4d3dfa9,"Prevalence of pressure ulcers ( all stages, unstageable and deep tissue). Include adult acute and CCC patients.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Primary Care Attachment. Number of new attachments to Women's College Academic Family Health Team (WCAFHT).,ind_c5dc8bc1547d7b05,Primary Care Attachment. Number of new attachments to Women's College Academic Family Health Team (WCAFHT).,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Progression on organizational Maturity Scale from Exploring to Transforming (Culturally Safer Care),ind_f814a6a90b7f65c5,Progression on organizational Maturity Scale from Exploring to Transforming (Culturally Safer Care),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Progression on organizational Maturity Scale from Exploring to Transforming (Universal Accessibility),ind_4c4768716aae4555,Progression on organizational Maturity Scale from Exploring to Transforming (Universal Accessibility),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Promote psychological safety for all team members,ind_a17a03d283661b47,Promote psychological safety for all team members,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Proportion of patients on telemetry without an appropriate indication per AHA guidelines or who are on telemetry longer than the indicated duration.,ind_a3d2d9497986d36b,Proportion of patients on telemetry without an appropriate indication per AHA guidelines or who are on telemetry longer than the indicated duration.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Quality of Experience at CHEO (patient reported scores grouped by demographics),ind_b85351b52ac332d4,Quality of Experience at CHEO (patient reported scores grouped by demographics),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Quality of Experience grouped by demographics,ind_3c666ff3b4b77207,Quality of Experience grouped by demographics,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Quality of patient/caregiver experience,ind_729efa4fd99ade8c,Quality of patient/caregiver experience,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Quality of work life - overtime utilization,ind_3f8f52d4c57259c7,Quality of work life - overtime utilization,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Quality of work life - vacation utilization,ind_c176e105ac5df061,Quality of work life - vacation utilization,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Quarterly incident rate of Hospital Acquired Pressure Injuries,ind_ee563cde6546762a,Quarterly incident rate of Hospital Acquired Pressure Injuries,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
ROSC Education Class,ind_9da736a66f9a7b71,ROSC Education Class,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
ROSC Patient Journey,ind_8942baa50f2541ed,ROSC Patient Journey,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of ALC bed occupancy in hospital,ind_1de30eb2f316fbbe,Rate of ALC bed occupancy in hospital,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of Adult Day Surgery and Adult Elective Surgical Patients completing the Health Equity Questionnaire,ind_373a79a89f75abd5,Rate of Adult Day Surgery and Adult Elective Surgical Patients completing the Health Equity Questionnaire,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of Central Line Blood Stream Infections (CLABSI) per 1000 line days,ind_5b5b0bc6a26d0c5e,Rate of Central Line Blood Stream Infections (CLABSI) per 1000 line days,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of Day Surgery Patients (adults) completing the Health Equity Questionnaire,ind_6ded00bb464fd404,Rate of Day Surgery Patients (adults) completing the Health Equity Questionnaire,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of Delirium that Increased LOS,ind_0ac9e57b86eeb47f,Rate of Delirium that Increased LOS,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of ED 30-day repeat visits for individuals with sickle cell disease,ind_50d5738b48c86253,Rate of ED 30-day repeat visits for individuals with sickle cell disease,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of ED Closures,ind_e84885ef676f90c8,Rate of ED Closures,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of ED Revisits for Adult Sepsis,ind_dd27b495d4655058,Rate of ED Revisits for Adult Sepsis,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of ED Revisits for Pediatric Sepsis,ind_190f792c11f8550f,Rate of ED Revisits for Pediatric Sepsis,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of ED visits for modified list of ambulatory care–sensitive conditions* per 100 long-term care residents.,ind_4b1201f695099350,Rate of ED visits for modified list of ambulatory care–sensitive conditions* per 100 long-term care residents.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of Falls with Mild or Greater Harm per 1000 Patient Days,ind_50df5c353d231a09,Rate of Falls with Mild or Greater Harm per 1000 Patient Days,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of Hand Hygiene Compliance Before Patient/Patient Environment Contact,ind_5ccd0fd8b619608a,Rate of Hand Hygiene Compliance Before Patient/Patient Environment Contact,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Rate of Harmful Events (Level 3-5 incidents/10,000 adj. patient days) Definition: Number of patient safety incidents causing moderate to severe harm or death",ind_44c2303f111784c6,"Rate of Harmful Events (Level 3-5 incidents/10,000 adj. patient days) Definition: Number of patient safety incidents causing moderate to severe harm or death",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of Hospital-Acquired Clostridioides Difficile Infections,ind_37906ec8cd41f7f1,Rate of Hospital-Acquired Clostridioides Difficile Infections,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Rate of In-Hospital Delirium per 1,000 Acute Care Discharges 65 years of age and older.",ind_e50c0ec7d37691fc,"Rate of In-Hospital Delirium per 1,000 Acute Care Discharges 65 years of age and older.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of Obstetrical Services unavailable,ind_74b5840fd203fdb3,Rate of Obstetrical Services unavailable,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of Patient Complaints per 1000 Adjusted Patient Days,ind_416f7868050f5ff9,Rate of Patient Complaints per 1000 Adjusted Patient Days,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of Patient Falls,ind_192fded222b44b4c,Rate of Patient Falls,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of Patient Positive Experience,ind_7743c91c76f3d51b,Rate of Patient Positive Experience,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of Patients who leave ED without being seen by a physician,ind_f08543877babc751,Rate of Patients who leave ED without being seen by a physician,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of Pressure Injuries (Crude rate of Hospital Acquired Pressure Injuries as a proportion of all discharged patients).,ind_4d2c7285c450958d,Rate of Pressure Injuries (Crude rate of Hospital Acquired Pressure Injuries as a proportion of all discharged patients).,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Rate of Stage 3, 4 and unstageable Hospital Acquired Pressure Injury per 1,000 Inpatient Days",ind_22d9bbd1e9dbd1c2,"Rate of Stage 3, 4 and unstageable Hospital Acquired Pressure Injury per 1,000 Inpatient Days",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of Surgical Services closures,ind_ab043aa50642e025,Rate of Surgical Services closures,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of WV incidents resulting in staff harm per number of hours worked by FTE (rate of lost time and Health Care incidents),ind_48da2b610eec04d4,Rate of WV incidents resulting in staff harm per number of hours worked by FTE (rate of lost time and Health Care incidents),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of Workplace Violent Incidents (all AGH Departments except Long Term Care and Family Health Team),ind_dc26dbd56e08e14f,Rate of Workplace Violent Incidents (all AGH Departments except Long Term Care and Family Health Team),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of alternate level of care (ALC) days contributed by ALC patients within the specific reporting month/quarter using near-real time acute and post-acute ALC information and monthly bed census data,ind_3d072a508ca19981,Rate of alternate level of care (ALC) days contributed by ALC patients within the specific reporting month/quarter using near-real time acute and post-acute ALC information and monthly bed census data,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of complaints received from persons receiving care per 1000 care days/care visits,ind_5246601269ab74d1,Rate of complaints received from persons receiving care per 1000 care days/care visits,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of delirium beginning during hospitalization,ind_e9107772c778029f,Rate of delirium beginning during hospitalization,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of delirium onset during hospitalization,ind_a8f6cca5fe8befdf,Rate of delirium onset during hospitalization,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of falls in our in patient units.,ind_659aad21e1d01b4d,Rate of falls in our in patient units.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of falls with a harm level of moderate or higher,ind_49cc4690adbbd669,Rate of falls with a harm level of moderate or higher,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of high harm patient safety occurrences,ind_90bf423871be880a,Rate of high harm patient safety occurrences,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of hospital acquired delirium,ind_0b9240e516eb529f,Rate of hospital acquired delirium,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of hospital-acquired delirium among inpatient hospitalizations in acute care.,ind_314218ae875aa85c,Rate of hospital-acquired delirium among inpatient hospitalizations in acute care.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of incidents reported related to issues in management of medications,ind_1d1c733739a4e08f,Rate of incidents reported related to issues in management of medications,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of lost time days,ind_d59c6c27523deaad,Rate of lost time days,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of medication reconciliation (Med Rec) at admission: Total number of admitted patients for whom a Medication Reconciliation is completed within 48 hrs of admission.,ind_e2cd4a17f6e393c6,Rate of medication reconciliation (Med Rec) at admission: Total number of admitted patients for whom a Medication Reconciliation is completed within 48 hrs of admission.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of medication reconciliation at admission: Total number of admitted patients for whom a Medication Reconciliation is completed within 48 hrs of admission.,ind_15fc2820d344206c,Rate of medication reconciliation at admission: Total number of admitted patients for whom a Medication Reconciliation is completed within 48 hrs of admission.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of mobilization for in-patients on Acute Care (%),ind_c151238681d453e4,Rate of mobilization for in-patients on Acute Care (%),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Rate of nosocomial C.Difficile Infection (CDI) per 1,000 patient daysNumber of nosocomial CDI Cases",ind_48cbe77a9b6dc1c4,"Rate of nosocomial C.Difficile Infection (CDI) per 1,000 patient daysNumber of nosocomial CDI Cases",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of outpatient DI requisitions booked within 3 days of receipt (booking turnaround time of test ordered to appointment booked),ind_a5aa6990d163464f,Rate of outpatient DI requisitions booked within 3 days of receipt (booking turnaround time of test ordered to appointment booked),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
