source_record_id,unit_raw,population_raw,normalized_unit,normalized_population,context_compatible,review_reasons,datasource_period_raw
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_617,Count,Staff,count,staff,true,[],In house data collection  / 2024/2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_618,Count,Staff,count,staff,true,[],In house data collection  / 2024/2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_619,%,All inpatients,percent,all inpatients,true,[],In house data collection  / 2024/2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_620,%,All inpatients,percent,all inpatients,true,[],In house data collection  / 2024/2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_621,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_622,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_623,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_624,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_625,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_626,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_627,Minutes,Patients,minutes,patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_628,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_629,%,ED patients,percent,ed patients,true,[],CIHI NACRS / Fiscal Year
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_630,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_631,Other,at-risk cohort,unknown,at-risk cohort,false,"[""unknown_unit_or_population""]",Local data collection / 2024-25 Fiscal Year
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_632,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Most recent consecutive 12-month period
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_633,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Most recent consecutive 12-month period
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_634,%,Staff,percent,staff,true,[],Local data collection / Most recent consecutive 12-month period
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_635,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Local data collection / Quarterly reporting
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_636,"Rate per 1,000 patient days",Other,rate_per_1000_patient_days,unknown,false,"[""unknown_unit_or_population""]",Local data collection / December 31st 2023 (Q1 - Q3)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_637,Count,Other,count,unknown,false,"[""unknown_unit_or_population""]",Local data collection / Audits conducted over the fiscal year
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_638,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_639,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_640,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_641,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_642,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_643,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_644,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_645,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_646,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_647,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_648,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_649,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_650,Hours,Patients,hours,patients,true,[],CIHI NACRS / Dec 2022 - Nov 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_651,Hours,Patients,hours,patients,true,[],CIHI NACRS / Dec 2022 - Nov 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_652,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Other / 2023-24
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_653,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Other / 2023-24
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_654,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Other / 2023-24
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_655,%,Survey respondents,percent,survey respondents,true,[],Other / (Apr-Dec 2023)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_656,%,Survey respondents,percent,survey respondents,true,[],Other / (Apr-Dec 2023)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_657,%,Survey respondents,percent,survey respondents,true,[],Other / (Apr-Dec 2023)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_658,Count,Other,count,unknown,false,"[""unknown_unit_or_population""]",Other / (Jan - Dec 2023)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_659,Count,Other,count,unknown,false,"[""unknown_unit_or_population""]",Other / (Jan - Dec 2023)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_660,Count,Other,count,unknown,false,"[""unknown_unit_or_population""]","IntelliHealth, MOH / (Apri-Dec 2023)"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_661,Count,Other,count,unknown,false,"[""unknown_unit_or_population""]","IntelliHealth, MOH / (Apri-Dec 2023)"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_662,Count,Other,count,unknown,false,"[""unknown_unit_or_population""]","IntelliHealth, MOH / (Apri-Dec 2023)"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_663,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_664,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_665,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_666,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_667,Minutes,Patients,minutes,patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_668,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_669,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_670,%,ED patients,percent,ed patients,true,[],CIHI NACRS / Fiscal Year
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_671,%,ED patients,percent,ed patients,true,[],CIHI NACRS / Fiscal Year
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_672,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_673,%,All acute patients,percent,all acute patients,true,[],Local data collection / April - March
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_674,%,Residents,percent,residents,true,[],Local data collection / April - March
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_675,%,All patients,percent,all patients,true,[],Local data collection / January 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_676,%,All patients,percent,all patients,true,[],Local data collection / January 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_677,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Other / January 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_678,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Other / January 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_679,Hours,All inpatients,hours,all inpatients,true,[],In house data collection  / January 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_680,Hours,All inpatients,hours,all inpatients,true,[],In house data collection  / January 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_681,Hours,All inpatients,hours,all inpatients,true,[],In house data collection  / January 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_682,%,Discharged patients ,percent,discharged patients,true,[],Other / January 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_683,%,Clients,percent,clients,true,[],Other / January 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_684,%,Clients,percent,clients,true,[],Other / January 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_685,%,Clients,percent,clients,true,[],Other / January 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_686,%,Other,percent,unknown,false,"[""unknown_unit_or_population"",""incompatible_indicator_population""]",Other / most recent available results (2023-24 Q3)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_687,%,Other,percent,unknown,false,"[""unknown_unit_or_population"",""incompatible_indicator_population""]",Other / most recent available results (2023-24 Q3)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_688,%,Other,percent,unknown,false,"[""unknown_unit_or_population"",""incompatible_indicator_population""]",Other / most recent available results (2023-24 Q3)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_689,%,Other,percent,unknown,false,"[""unknown_unit_or_population"",""incompatible_indicator_population""]",Other / most recent available results (2023-24 Q3)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_690,%,Other,percent,unknown,false,"[""unknown_unit_or_population"",""incompatible_indicator_population""]",Other / most recent available results (2023-24 Q3)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_691,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Other / 2023-24 Q3
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_692,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Other / 2023-24 Q3
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_693,Number,Other,count,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / Oct–Dec 2023 (Q3 2023/24)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_694,Number,Other,count,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / Oct–Dec 2023 (Q3 2023/24)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_695,Number,Other,count,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / Oct–Dec 2023 (Q3 2023/24)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_696,Number,Other,count,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / Oct–Dec 2023 (Q3 2023/24)
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_697,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / 2023-24 Q3 Year to Date
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_698,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / 2023-24 Q3 Year to Date
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_699,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / 2023-24 Q3 Year to Date
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_700,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / 2023-24 Q3 Year to Date
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_701,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / 2023-24 Q3 Year to Date
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_702,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / 2023-24 Q3 Year to Date
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_703,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / 2023-24 Q3 Year to Date
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_704,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Other / New indicator - data collection will begin 2024-2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_705,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Other / New indicator - data collection will begin 2024-2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_706,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Other / New indicator - data collection will begin 2024-2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_707,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_708,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_709,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_710,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_711,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_712,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_713,%,Hospital admitted patients,percent,hospital admitted patients,true,[],In house data collection  / 24/25
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_714,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_715,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_716,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_717,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
