cycle_id,primary_category,intervention_category,interventions_in_category,cycle_outcome,target_met,organization_id,indicator_id,hospital_model,region,plan_fiscal_year,ed_scope,analysis_eligible,analysis_exclusion_reason,comparison_eligible,category_count_per_cycle,classified_category_count_per_cycle,single_category_cycle,multi_category_cycle,single_classified_category_cycle,has_unclassified_interventions,intervention_ids
cycle_c8b14a8dbf7a5de969b6,Policy / Standardization,Policy / Standardization,1,Insufficient data,,org_a61294cfc736d43f,ind_37478f8fb5db2bb6,Small Hospital,East Region,2024/25,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_cff30a484db5b58914fb""]"
cycle_6b5105ee65ff76f95614,Other,Other,1,Insufficient data,,org_a61294cfc736d43f,ind_37478f8fb5db2bb6,Small Hospital,East Region,2025/26,excluded,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_3cdfbf47ebc622d0372f""]"
cycle_6b5105ee65ff76f95614,Safety & Risk Prevention,Safety & Risk Prevention,1,Insufficient data,,org_a61294cfc736d43f,ind_37478f8fb5db2bb6,Small Hospital,East Region,2025/26,excluded,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_5833bd2e60b04a891b09""]"
cycle_6b5105ee65ff76f95614,Training & Education,Training & Education,1,Insufficient data,,org_a61294cfc736d43f,ind_37478f8fb5db2bb6,Small Hospital,East Region,2025/26,excluded,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_b70c09cea467be404273""]"
cycle_9c0b5ae2bf7ff45d1450,Technology & Digital Tools,Technology & Digital Tools,1,Insufficient data,,org_a61294cfc736d43f,ind_4761f36f95626ce8,Small Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_78db50eea3ab8c42c6c6""]"
cycle_382d06069621eb34067a,Training & Education,Training & Education,1,Insufficient data,,org_a61294cfc736d43f,ind_5314e24f5f6e6912,Small Hospital,East Region,2024/25,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_5b6427c1813be30e954c""]"
cycle_0a1c13321b3e46812c57,Other,Other,1,Insufficient data,,org_a61294cfc736d43f,ind_5314e24f5f6e6912,Small Hospital,East Region,2025/26,excluded,false,outside primary ED analysis scope,false,1,0,true,false,false,true,"[""intervention_1762f84390660299f7a6""]"
cycle_bf7db6aaf92b97a7e88a,Discharge & Transition Planning,Discharge & Transition Planning,2,Insufficient data,,org_a61294cfc736d43f,ind_67ee717abbe20a1b,Small Hospital,East Region,2025/26,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_885d7b30cc156f05493d"",""intervention_de0041ed8529848c0752""]"
cycle_8fd98d8fb3074838be57,Discharge & Transition Planning,Discharge & Transition Planning,1,Insufficient data,,org_a61294cfc736d43f,ind_cd57992e4ca687e8,Small Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_b61651821b38196ebef3""]"
cycle_a5ec9da1f37f86635b06,Other,Other,1,Insufficient data,,org_a61294cfc736d43f,ind_e7cd9b5804f1c518,Small Hospital,East Region,2025/26,included,false,reporting_period_unverified,false,1,0,true,false,false,true,"[""intervention_9437e412322905b7d651""]"
cycle_62c155730ba35c8226a8,Other,Other,1,Insufficient data,,org_a61294cfc736d43f,ind_ee70b593aad3e4f6,Small Hospital,East Region,2024/25,included,false,insufficient first-cycle ED longitudinal coverage,false,1,0,true,false,false,true,"[""intervention_eec76160f2702e56c3e8""]"
cycle_22c28acf7eed178aff1f,Discharge & Transition Planning,Discharge & Transition Planning,1,Insufficient data,,org_a61294cfc736d43f,ind_ee70b593aad3e4f6,Small Hospital,East Region,2025/26,included,false,reporting_period_unverified,false,2,1,false,true,false,true,"[""intervention_42a88d88e3cb1226643a""]"
cycle_22c28acf7eed178aff1f,Other,Other,1,Insufficient data,,org_a61294cfc736d43f,ind_ee70b593aad3e4f6,Small Hospital,East Region,2025/26,included,false,reporting_period_unverified,false,2,1,false,true,false,true,"[""intervention_c0e3d64216dc0ebc5e9b""]"
cycle_bf38e4c145f33c442e17,Training & Education,Training & Education,1,Insufficient data,,org_a61294cfc736d43f,ind_fbe2b98293b869d9,Small Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_d57c91cfe971d99f02e8""]"
cycle_55a417fc197d345f9195,Care Coordination & Communication,Care Coordination & Communication,1,Insufficient data,,org_a7c34c2ab796efb6,ind_2f7b160cd4d3dfa9,Small Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_f945e040abbc7cb23191""]"
cycle_55a417fc197d345f9195,Other,Other,1,Insufficient data,,org_a7c34c2ab796efb6,ind_2f7b160cd4d3dfa9,Small Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_6b6f63220737232ea24e""]"
cycle_55a417fc197d345f9195,Training & Education,Training & Education,1,Insufficient data,,org_a7c34c2ab796efb6,ind_2f7b160cd4d3dfa9,Small Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_a18493e82362d00862e9""]"
cycle_436681352a5c5fb74c34,Bed & Capacity Management,Bed & Capacity Management,1,Insufficient data,,org_a7c34c2ab796efb6,ind_5b2e1352e31909e8,Small Hospital,East Region,2025/26,included,false,reporting_period_unverified,false,1,1,true,false,true,false,"[""intervention_c4a5b0053cd41077ba14""]"
cycle_4cbf5751e939b2c8302f,Other,Other,1,Insufficient data,,org_a7c34c2ab796efb6,ind_d7a1762722604f82,Small Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_7e944ce50078168f2855""]"
cycle_4cbf5751e939b2c8302f,Staffing & Scheduling,Staffing & Scheduling,1,Insufficient data,,org_a7c34c2ab796efb6,ind_d7a1762722604f82,Small Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_9cfc7a0a2a4290d5ac7c""]"
cycle_2c17898ee81a2f73f18f,Emergency Department Workflow,Emergency Department Workflow,1,Insufficient data,,org_a7c34c2ab796efb6,ind_e7cd9b5804f1c518,Small Hospital,East Region,2025/26,included,false,reporting_period_unverified,false,1,1,true,false,true,false,"[""intervention_86fd483423cdf9a6b054""]"
cycle_bb8196eec3578cb7c683,Care Coordination & Communication,Care Coordination & Communication,1,Insufficient data,,org_a7c34c2ab796efb6,ind_ee70b593aad3e4f6,Small Hospital,East Region,2025/26,included,false,reporting_period_unverified,false,1,1,true,false,true,false,"[""intervention_a6e4fd70e9f5c497e608""]"
cycle_f0629aa406e196c6bf2f,Care Coordination & Communication,Care Coordination & Communication,1,Insufficient data,,org_aa663ce724750163,ind_20f55cebcb28aad1,Small Hospital,North East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_a52871356f5adb2e76ac""]"
cycle_f0629aa406e196c6bf2f,Emergency Department Workflow,Emergency Department Workflow,1,Insufficient data,,org_aa663ce724750163,ind_20f55cebcb28aad1,Small Hospital,North East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_b778b91eea7c253a8efe""]"
cycle_f0629aa406e196c6bf2f,Other,Other,1,Insufficient data,,org_aa663ce724750163,ind_20f55cebcb28aad1,Small Hospital,North East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_a71fbc923d1cab858a74""]"
cycle_50c86ef6e2c19b7703b3,Other,Other,2,Insufficient data,,org_aa663ce724750163,ind_93cd7d4a2f10d17c,Small Hospital,North East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,0,true,false,false,true,"[""intervention_13ee8f175633a8fe2ecf"",""intervention_8b3533fed4f83801a7ca""]"
cycle_11c79f268480bd550e48,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",1,Insufficient data,,org_aa663ce724750163,ind_a92ed12530f2ee8b,Small Hospital,North East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_cc5ad98a9ead34c71e4e""]"
cycle_b099571d3c6dc467e2fc,Discharge & Transition Planning,Discharge & Transition Planning,1,Insufficient data,,org_aa663ce724750163,ind_cd57992e4ca687e8,Small Hospital,North East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_bd9e716728b92990dcde""]"
cycle_b099571d3c6dc467e2fc,Other,Other,3,Insufficient data,,org_aa663ce724750163,ind_cd57992e4ca687e8,Small Hospital,North East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_1e006b51132c43392e9b"",""intervention_8786b2c2c49e75c7e7f0"",""intervention_e945d25d41edc456371f""]"
cycle_e8c8e3ee7291e343c805,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",1,Insufficient data,,org_aa663ce724750163,ind_ddc04349d2f0143d,Small Hospital,North East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_5d6badb2aa765ccc867a""]"
cycle_3e32c326b53a36ae8d1f,Technology & Digital Tools,Technology & Digital Tools,1,Insufficient data,,org_aa663ce724750163,ind_e7cd9b5804f1c518,Small Hospital,North East Region,2025/26,included,false,reporting_period_unverified,false,1,1,true,false,true,false,"[""intervention_3b5c5be6ba10f88102d5""]"
cycle_d46f7385288d20329dd5,Ambulance / EMS Flow,Ambulance / EMS Flow,1,Insufficient data,,org_aa663ce724750163,ind_ee70b593aad3e4f6,Small Hospital,North East Region,2024/25,included,false,insufficient first-cycle ED longitudinal coverage,false,1,1,true,false,true,false,"[""intervention_cc5471ee2b4e7499b5c0""]"
cycle_2053b79ba02dcb3083ef,Ambulance / EMS Flow,Ambulance / EMS Flow,1,Insufficient data,,org_aa663ce724750163,ind_ee70b593aad3e4f6,Small Hospital,North East Region,2025/26,included,false,reporting_period_unverified,false,1,1,true,false,true,false,"[""intervention_09f28f664635ec76c3ff""]"
cycle_61d93e5cda4e5ca98f59,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",1,Insufficient data,,org_ab1ce44ff4842284,ind_0646035afd9bba7c,Small Hospital,North East Region,2024/25,excluded,false,outside primary ED analysis scope,false,2,2,false,true,false,false,"[""intervention_9762c99def6306182671""]"
cycle_61d93e5cda4e5ca98f59,Technology & Digital Tools,Technology & Digital Tools,1,Insufficient data,,org_ab1ce44ff4842284,ind_0646035afd9bba7c,Small Hospital,North East Region,2024/25,excluded,false,outside primary ED analysis scope,false,2,2,false,true,false,false,"[""intervention_97d0e7f5c2bd619956e9""]"
cycle_446b43e68f0f44002809,Care Coordination & Communication,Care Coordination & Communication,1,Insufficient data,,org_ab1ce44ff4842284,ind_06590f50f65eac7e,Small Hospital,North East Region,2025/26,included,false,unit_unverified; population_unverified; reporting_period_unverified; historical_match_unavailable_or_ambiguous,false,3,3,false,true,false,false,"[""intervention_54bd525d85f25ed2c34e""]"
cycle_446b43e68f0f44002809,Staffing & Scheduling,Staffing & Scheduling,1,Insufficient data,,org_ab1ce44ff4842284,ind_06590f50f65eac7e,Small Hospital,North East Region,2025/26,included,false,unit_unverified; population_unverified; reporting_period_unverified; historical_match_unavailable_or_ambiguous,false,3,3,false,true,false,false,"[""intervention_04eef47b5f70cc450b9c""]"
cycle_446b43e68f0f44002809,Technology & Digital Tools,Technology & Digital Tools,1,Insufficient data,,org_ab1ce44ff4842284,ind_06590f50f65eac7e,Small Hospital,North East Region,2025/26,included,false,unit_unverified; population_unverified; reporting_period_unverified; historical_match_unavailable_or_ambiguous,false,3,3,false,true,false,false,"[""intervention_1f1ed9f86f53c20688b9""]"
cycle_48d26cbef214692524a2,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",1,Insufficient data,,org_ab1ce44ff4842284,ind_295a44ad6376a1f3,Small Hospital,North East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,2,2,false,true,false,false,"[""intervention_36443e5fb505a5401940""]"
cycle_48d26cbef214692524a2,Training & Education,Training & Education,1,Insufficient data,,org_ab1ce44ff4842284,ind_295a44ad6376a1f3,Small Hospital,North East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,2,2,false,true,false,false,"[""intervention_a22a8ef7d2e4aa96c734""]"
cycle_ce5c5fdb1bd921f02945,Care Coordination & Communication,Care Coordination & Communication,1,Insufficient data,,org_ab1ce44ff4842284,ind_37478f8fb5db2bb6,Small Hospital,North East Region,2024/25,excluded,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_247a173a2cccac6a4162""]"
cycle_ce5c5fdb1bd921f02945,Other,Other,3,Insufficient data,,org_ab1ce44ff4842284,ind_37478f8fb5db2bb6,Small Hospital,North East Region,2024/25,excluded,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_14c46306e30dd055d7d2"",""intervention_66a075e32ab591981330"",""intervention_9427b0015bb8c01f613b""]"
cycle_4be3021a231b5ea99f9b,Policy / Standardization,Policy / Standardization,1,Insufficient data,,org_ab1ce44ff4842284,ind_37478f8fb5db2bb6,Small Hospital,North East Region,2025/26,excluded,false,outside primary ED analysis scope,false,2,2,false,true,false,false,"[""intervention_3480343a73861dc91cee""]"
cycle_4be3021a231b5ea99f9b,Safety & Risk Prevention,Safety & Risk Prevention,2,Insufficient data,,org_ab1ce44ff4842284,ind_37478f8fb5db2bb6,Small Hospital,North East Region,2025/26,excluded,false,outside primary ED analysis scope,false,2,2,false,true,false,false,"[""intervention_ed9f173dfac7ba72df8c"",""intervention_f097c512ac7a0421deaf""]"
cycle_20b9388202761b31c8b8,Training & Education,Training & Education,1,Insufficient data,,org_ab1ce44ff4842284,ind_5314e24f5f6e6912,Small Hospital,North East Region,2024/25,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_6b5320444a8969238945""]"
cycle_4757a9c43c0b4bb38418,Discharge & Transition Planning,Discharge & Transition Planning,2,Insufficient data,,org_ab1ce44ff4842284,ind_577332e037e4457d,Small Hospital,North East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_43d8775e98f3519f02dd"",""intervention_823973ab08e786831ac4""]"
cycle_3d3e5e7bdbc21bdd49ff,Admission & Transfer Process,Admission & Transfer Process,1,Insufficient data,,org_ab1ce44ff4842284,ind_cd57992e4ca687e8,Small Hospital,North East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_f3e17afd8f5eb9af7a7e""]"
cycle_3d3e5e7bdbc21bdd49ff,Other,Other,2,Insufficient data,,org_ab1ce44ff4842284,ind_cd57992e4ca687e8,Small Hospital,North East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_733e28c113d743add373"",""intervention_b5d208f1235d5f538bec""]"
cycle_665a75095364f75014da,Training & Education,Training & Education,1,Insufficient data,,org_ab1ce44ff4842284,ind_e0f9caf8d032d988,Small Hospital,North East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_8482143b3ca86158e896""]"
cycle_62e76ce56459e7d0d575,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",2,Insufficient data,,org_ab1ce44ff4842284,ind_fed8017d772e6d23,Small Hospital,North East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_87e73e956aab60b6cc2e"",""intervention_8f190526f1b1f64c6a7d""]"
cycle_5749fa311060dd590d8b,Other,Other,1,Insufficient data,,org_acee81efebccf2aa,ind_06590f50f65eac7e,Large Community Hospital,West Region,2025/26,included,false,unit_unverified; population_unverified; reporting_period_unverified; historical_match_unavailable_or_ambiguous,false,1,0,true,false,false,true,"[""intervention_a7625e776a5c720a90df""]"
cycle_a70697a748f35579083e,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",1,Insufficient data,,org_acee81efebccf2aa,ind_37478f8fb5db2bb6,Large Community Hospital,West Region,2024/25,excluded,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_cb25c0e1d8a784083b9b""]"
cycle_a70697a748f35579083e,Other,Other,1,Insufficient data,,org_acee81efebccf2aa,ind_37478f8fb5db2bb6,Large Community Hospital,West Region,2024/25,excluded,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_1c7e1c2bae907c15996d""]"
cycle_a70697a748f35579083e,Training & Education,Training & Education,1,Insufficient data,,org_acee81efebccf2aa,ind_37478f8fb5db2bb6,Large Community Hospital,West Region,2024/25,excluded,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_16d024fb77741f5092a1""]"
cycle_21c04e6fc17854e06160,Other,Other,1,Insufficient data,,org_acee81efebccf2aa,ind_37478f8fb5db2bb6,Large Community Hospital,West Region,2025/26,excluded,false,outside primary ED analysis scope,false,1,0,true,false,false,true,"[""intervention_801ff3b6c10ffb94ed36""]"
cycle_b452770e25fb571f623d,Training & Education,Training & Education,1,Insufficient data,,org_acee81efebccf2aa,ind_5314e24f5f6e6912,Large Community Hospital,West Region,2024/25,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_6549946cf1cb09fafbd5""]"
cycle_5cbff06d3a108933645c,Other,Other,1,Insufficient data,,org_acee81efebccf2aa,ind_5314e24f5f6e6912,Large Community Hospital,West Region,2025/26,excluded,false,outside primary ED analysis scope,false,1,0,true,false,false,true,"[""intervention_e4241b79359bb5be5b91""]"
cycle_8016ca9c42827a91d168,Discharge & Transition Planning,Discharge & Transition Planning,2,Insufficient data,,org_acee81efebccf2aa,ind_67ee717abbe20a1b,Large Community Hospital,West Region,2024/25,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_32ba7fae21df2f322499"",""intervention_4e3680f938dcace90750""]"
cycle_b0c57fcd9e12b1476892,Discharge & Transition Planning,Discharge & Transition Planning,1,Insufficient data,,org_acee81efebccf2aa,ind_67ee717abbe20a1b,Large Community Hospital,West Region,2025/26,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_f893a98f7f0e46007c00""]"
cycle_a25b1644085d5e66c089,Admission & Transfer Process,Admission & Transfer Process,1,Insufficient data,,org_acee81efebccf2aa,ind_8582e29cc0241bad,Large Community Hospital,West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_5c127927e07ac8560000""]"
cycle_570b3744d5390dc129d7,Other,Other,1,Insufficient data,,org_acee81efebccf2aa,ind_a8f6cca5fe8befdf,Large Community Hospital,West Region,2025/26,excluded,false,outside primary ED analysis scope,false,1,0,true,false,false,true,"[""intervention_724701908f426fdfb480""]"
cycle_6a3eb981f8e4fb083892,Other,Other,1,Insufficient data,,org_acee81efebccf2aa,ind_db84d7ed6a255f8d,Large Community Hospital,West Region,2025/26,needs_review,false,outside primary ED analysis scope,false,1,0,true,false,false,true,"[""intervention_1e4841c8ef9414d30dc6""]"
cycle_a7f8b4ed7f836bec72ab,Emergency Department Workflow,Emergency Department Workflow,1,Insufficient data,,org_acee81efebccf2aa,ind_e7cd9b5804f1c518,Large Community Hospital,West Region,2025/26,included,false,reporting_period_unverified,false,1,1,true,false,true,false,"[""intervention_c762850f0a4c184e29d7""]"
cycle_a4d0224474572d2b4c35,Admission & Transfer Process,Admission & Transfer Process,1,Insufficient data,,org_b110dda3fe66b0c2,ind_36a314727348f92d,Small Hospital,North West Region,2025/26,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_2f102bd7a0300f1f586d""]"
cycle_a4d0224474572d2b4c35,Other,Other,1,Insufficient data,,org_b110dda3fe66b0c2,ind_36a314727348f92d,Small Hospital,North West Region,2025/26,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_6b98ad69c8d4d2146303""]"
cycle_a4d0224474572d2b4c35,Policy / Standardization,Policy / Standardization,1,Insufficient data,,org_b110dda3fe66b0c2,ind_36a314727348f92d,Small Hospital,North West Region,2025/26,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_93f998d35c04a7fa97e8""]"
cycle_1c9d20b1a155c2770194,Other,Other,1,Insufficient data,,org_b110dda3fe66b0c2,ind_37478f8fb5db2bb6,Small Hospital,North West Region,2025/26,excluded,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_1f4c3ca4b8fb7416fd61""]"
cycle_1c9d20b1a155c2770194,Safety & Risk Prevention,Safety & Risk Prevention,1,Insufficient data,,org_b110dda3fe66b0c2,ind_37478f8fb5db2bb6,Small Hospital,North West Region,2025/26,excluded,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_58d9d0bbeb3f91be00c7""]"
cycle_3e39822a075267085247,Discharge & Transition Planning,Discharge & Transition Planning,1,Insufficient data,,org_b110dda3fe66b0c2,ind_67ee717abbe20a1b,Small Hospital,North West Region,2024/25,excluded,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_da98a864c6f7498696da""]"
cycle_3e39822a075267085247,Other,Other,1,Insufficient data,,org_b110dda3fe66b0c2,ind_67ee717abbe20a1b,Small Hospital,North West Region,2024/25,excluded,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_2253ddd0a9e9b8d2bb90""]"
cycle_fe82149ef5a8e2a42003,Discharge & Transition Planning,Discharge & Transition Planning,1,Insufficient data,,org_b110dda3fe66b0c2,ind_67ee717abbe20a1b,Small Hospital,North West Region,2025/26,excluded,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_146f95ce70ac1cf4f713""]"
cycle_fe82149ef5a8e2a42003,Other,Other,1,Insufficient data,,org_b110dda3fe66b0c2,ind_67ee717abbe20a1b,Small Hospital,North West Region,2025/26,excluded,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_bd71352e6c7882f8a5dc""]"
cycle_9be6842c53af33b1a68a,Discharge & Transition Planning,Discharge & Transition Planning,1,Insufficient data,,org_b110dda3fe66b0c2,ind_89e59498484104c7,Small Hospital,North West Region,2025/26,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_c10fa124aed21ac477a3""]"
cycle_9be6842c53af33b1a68a,Other,Other,2,Insufficient data,,org_b110dda3fe66b0c2,ind_89e59498484104c7,Small Hospital,North West Region,2025/26,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_5b33cedb68e2ec93adfc"",""intervention_884a28459db1a6258933""]"
cycle_5ee2b8ec682d8dbe4622,Discharge & Transition Planning,Discharge & Transition Planning,1,Insufficient data,,org_b1ec778cea54c697,ind_0646035afd9bba7c,Small Hospital,Central Region,2024/25,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_d30120ec7701d67e566b""]"
cycle_7537c7978bdddc0b8c4c,Other,Other,1,Insufficient data,,org_b1ec778cea54c697,ind_32f8fca1eb238f02,Small Hospital,Central Region,2025/26,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_1f948e59f3401b1a8b3d""]"
cycle_7537c7978bdddc0b8c4c,Policy / Standardization,Policy / Standardization,1,Insufficient data,,org_b1ec778cea54c697,ind_32f8fca1eb238f02,Small Hospital,Central Region,2025/26,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_eb6ff858f2d9fd7cda68""]"
cycle_7537c7978bdddc0b8c4c,Training & Education,Training & Education,1,Insufficient data,,org_b1ec778cea54c697,ind_32f8fca1eb238f02,Small Hospital,Central Region,2025/26,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_318b73af4dddc899f873""]"
cycle_00225bc15d2b46372a9f,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",1,Insufficient data,,org_b1ec778cea54c697,ind_37478f8fb5db2bb6,Small Hospital,Central Region,2024/25,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_583da150c41d7cfb7046""]"
cycle_9bfabd5b55d983cc7797,Training & Education,Training & Education,1,Insufficient data,,org_b1ec778cea54c697,ind_5314e24f5f6e6912,Small Hospital,Central Region,2024/25,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_20af14214a0db8ce7610""]"
cycle_8d38001c29e38f34da40,Training & Education,Training & Education,2,Insufficient data,,org_b1ec778cea54c697,ind_5314e24f5f6e6912,Small Hospital,Central Region,2025/26,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_2cbea0e192391c90598e"",""intervention_3f72e4c0f6022e11712b""]"
cycle_ee72ecef876f4a433556,Policy / Standardization,Policy / Standardization,1,Insufficient data,,org_b1ec778cea54c697,ind_67ee717abbe20a1b,Small Hospital,Central Region,2024/25,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_1c1f644074cc0c97a1ec""]"
cycle_5b0937cfe4d7eb6287d0,Discharge & Transition Planning,Discharge & Transition Planning,2,Insufficient data,,org_b1ec778cea54c697,ind_67ee717abbe20a1b,Small Hospital,Central Region,2025/26,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_63a677fe6e06683d87fe"",""intervention_b01cd43d3044624fe243""]"
cycle_a7a3f3c30229e20f72ac,Discharge & Transition Planning,Discharge & Transition Planning,1,Insufficient data,,org_b1ec778cea54c697,ind_cd57992e4ca687e8,Small Hospital,Central Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_c2e43b12f7a0ae91d8be""]"
cycle_932a7319de131d326af7,Other,Other,1,Insufficient data,,org_b1ec778cea54c697,ind_e7cd9b5804f1c518,Small Hospital,Central Region,2025/26,included,false,reporting_period_unverified,false,2,1,false,true,false,true,"[""intervention_bf4d8be700721ac93829""]"
cycle_932a7319de131d326af7,Patient Streaming / Triage,Patient Streaming / Triage,1,Insufficient data,,org_b1ec778cea54c697,ind_e7cd9b5804f1c518,Small Hospital,Central Region,2025/26,included,false,reporting_period_unverified,false,2,1,false,true,false,true,"[""intervention_cca32226da442683bf50""]"
cycle_84cd1a1341637c40497c,Other,Other,1,Insufficient data,,org_b1ec778cea54c697,ind_ef4a9573ead4ee92,Small Hospital,Central Region,2024/25,included,false,insufficient first-cycle ED longitudinal coverage,false,1,0,true,false,false,true,"[""intervention_cdb655c3366eeec33c0f""]"
cycle_e970b6653a1d8927ad36,Patient Streaming / Triage,Patient Streaming / Triage,1,Insufficient data,,org_b7a54963ba1fc573,ind_06590f50f65eac7e,Large Community Hospital,East Region,2024/25,included,false,insufficient first-cycle ED longitudinal coverage,false,1,1,true,false,true,false,"[""intervention_58712f8a82e79ae654cf""]"
cycle_8bc3ed39c6a705a4e8cf,Other,Other,1,Insufficient data,,org_b7a54963ba1fc573,ind_0d1b94c8438f8146,Large Community Hospital,East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_6685955355a4a721f8bd""]"
cycle_8bc3ed39c6a705a4e8cf,Policy / Standardization,Policy / Standardization,2,Insufficient data,,org_b7a54963ba1fc573,ind_0d1b94c8438f8146,Large Community Hospital,East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_695e059a619e505e23fc"",""intervention_f69515e726086289dec7""]"
cycle_cbfebdafdf117e59ed42,Admission & Transfer Process,Admission & Transfer Process,1,Insufficient data,,org_b7a54963ba1fc573,ind_3f4a6ae10d3f0ae0,Large Community Hospital,East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,2,2,false,true,false,false,"[""intervention_ab1a7c33d72afc0b4384""]"
